Account Creation Date,Account Creation Method,Account Age (Days),Profile Picture,Profile Information Complete,Name Consistency,Login Frequency (per week),Login Time Pattern,IP Address Variability,Followers Count,Following Count,Engagement Rate (likes/comments),Post Frequency (per week),Content Type,Email Validation,Phone Number Validation,Reported by Users,Flags by Content Moderation,Geolocation Consistency,Suspicious Device Use,Final Result
3/8/2024,Email,28,No,No,Inconsistent,4,Irregular,Low,2070,1129,Very low engagement,11,Mixed (Image/Text),Invalid,Invalid,No,Yes,Consistent,No,Fake
4/13/2024,Email,13,Yes,No,Consistent,10,Regular,Low,4479,1589,Moderate engagement,13,Mixed (Image/Text),Valid,Valid,Yes,Yes,Consistent,No,Fake
10/20/2024,Social Media Login,27,Yes,No,Inconsistent,5,Irregular,High,2292,1273,Very low engagement,15,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,Yes,Fake
1/9/2024,Social Media Login,22,Yes,No,Consistent,6,Regular,High,4131,785,Low engagement (rare likes),0,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
5/8/2024,Social Media Login,12,No,No,Consistent,9,Irregular,Medium,4701,1550,Moderate engagement,11,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,No,Fake
6/28/2024,Phone Number,16,No,Yes,Inconsistent,6,Regular,Low,3225,810,Moderate engagement,5,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
8/31/2024,Social Media Login,3,Yes,No,Consistent,2,Regular,Medium,2748,163,High engagement (likes/comments),19,Image/Video,Valid,Invalid,No,No,Consistent,Yes,Fake
7/12/2024,Phone Number,10,No,Yes,Inconsistent,4,Regular,Medium,1954,1378,Moderate engagement,17,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Genuine
9/24/2024,Phone Number,21,Yes,Yes,Inconsistent,3,Regular,High,764,1393,Moderate engagement,4,Image/Video,Valid,Invalid,No,Yes,Consistent,Yes,Genuine
8/24/2024,Social Media Login,20,No,Yes,Consistent,3,Irregular,High,2063,777,Moderate engagement,8,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Consistent,Yes,Genuine
5/21/2024,Phone Number,27,No,No,Inconsistent,8,Regular,High,3898,1695,High engagement (likes/comments),4,Text-only,Invalid,Invalid,Yes,No,Consistent,No,Fake
3/18/2024,Phone Number,22,No,No,Consistent,5,Regular,High,1520,1857,High engagement (likes/comments),7,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Fake
3/23/2024,Social Media Login,19,No,Yes,Inconsistent,1,Irregular,Medium,1028,1172,Low engagement (rare likes),9,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,No,Fake
6/28/2024,Phone Number,14,No,Yes,Inconsistent,2,Irregular,High,2757,1002,Low engagement (rare likes),5,Image/Video,Valid,Valid,No,Yes,Consistent,No,Genuine
1/12/2024,Email,9,No,No,Inconsistent,7,Irregular,Low,4018,1115,Moderate engagement,17,Text-only,Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
1/14/2024,Social Media Login,4,No,Yes,Inconsistent,9,Irregular,Medium,332,782,High engagement (likes/comments),17,Text-only,Invalid,Valid,No,No,Consistent,Yes,Genuine
4/15/2024,Social Media Login,6,No,No,Consistent,5,Regular,High,102,1905,Very low engagement,0,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
9/19/2024,Phone Number,16,No,Yes,Inconsistent,8,Regular,Medium,2440,337,Low engagement (rare likes),6,Image/Video,Valid,Invalid,No,Yes,Inconsistent,No,Fake
10/19/2024,Social Media Login,12,Yes,Yes,Consistent,7,Regular,High,3556,1170,Very low engagement,8,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,Yes,Fake
1/6/2024,Phone Number,18,No,No,Inconsistent,1,Regular,Low,4497,271,Very low engagement,16,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Genuine
1/20/2024,Email,9,No,Yes,Inconsistent,7,Regular,Low,204,694,Very low engagement,11,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,No,Fake
10/14/2024,Phone Number,17,Yes,Yes,Consistent,3,Irregular,High,2859,543,Low engagement (rare likes),19,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,No,Genuine
5/31/2024,Social Media Login,29,No,No,Inconsistent,1,Irregular,Low,4840,181,Moderate engagement,15,Text-only,Valid,Invalid,Yes,No,Consistent,No,Fake
1/28/2024,Social Media Login,16,Yes,No,Inconsistent,6,Irregular,Medium,1561,1494,Moderate engagement,17,Mixed (Image/Text),Valid,Valid,Yes,Yes,Inconsistent,No,Fake
5/4/2024,Phone Number,5,No,Yes,Inconsistent,9,Irregular,Medium,2775,709,Moderate engagement,8,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
9/26/2024,Email,3,Yes,No,Consistent,9,Regular,High,1557,874,Low engagement (rare likes),1,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,Yes,Fake
6/22/2024,Email,3,No,No,Inconsistent,10,Regular,Medium,500,848,Very low engagement,17,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,No,Fake
7/16/2024,Phone Number,22,No,No,Inconsistent,2,Irregular,Low,1657,1069,High engagement (likes/comments),14,Mixed (Image/Text),Valid,Valid,Yes,Yes,Consistent,No,Genuine
8/2/2024,Email,21,Yes,No,Consistent,3,Regular,Low,2149,1313,Very low engagement,16,Image/Video,Valid,Valid,No,No,Consistent,Yes,Fake
4/20/2024,Phone Number,30,Yes,No,Inconsistent,10,Irregular,High,3299,533,Very low engagement,12,Text-only,Valid,Valid,No,Yes,Consistent,Yes,Genuine
11/3/2024,Social Media Login,12,Yes,Yes,Inconsistent,8,Irregular,High,3911,85,High engagement (likes/comments),19,Image/Video,Valid,Invalid,No,No,Inconsistent,No,Fake
9/8/2024,Social Media Login,16,No,No,Inconsistent,10,Irregular,Medium,2944,1647,Very low engagement,17,Text-only,Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
4/11/2024,Email,15,Yes,No,Consistent,1,Regular,High,4939,409,Moderate engagement,20,Image/Video,Invalid,Valid,No,No,Consistent,No,Fake
3/25/2024,Email,30,No,Yes,Consistent,8,Regular,High,3372,1053,Low engagement (rare likes),18,Text-only,Valid,Valid,No,Yes,Consistent,Yes,Genuine
4/24/2024,Phone Number,12,Yes,No,Inconsistent,7,Regular,High,484,1978,Very low engagement,2,Text-only,Invalid,Valid,No,Yes,Consistent,Yes,Genuine
1/4/2024,Social Media Login,2,Yes,Yes,Consistent,1,Irregular,Medium,4159,1750,High engagement (likes/comments),20,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
1/11/2024,Phone Number,22,Yes,Yes,Inconsistent,5,Irregular,Low,3511,1270,Low engagement (rare likes),2,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
10/20/2024,Email,20,Yes,No,Consistent,7,Irregular,Medium,3318,467,Low engagement (rare likes),8,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
7/26/2024,Phone Number,27,No,Yes,Consistent,10,Irregular,High,3114,994,Very low engagement,1,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,Yes,Fake
7/30/2024,Email,10,No,Yes,Inconsistent,1,Irregular,Low,4848,1720,Very low engagement,4,Text-only,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
4/29/2024,Phone Number,16,Yes,No,Consistent,3,Regular,Low,895,1567,Moderate engagement,13,Text-only,Invalid,Valid,Yes,No,Inconsistent,Yes,Genuine
5/29/2024,Social Media Login,23,Yes,Yes,Inconsistent,9,Regular,Medium,712,1482,Very low engagement,2,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
4/10/2024,Email,30,Yes,Yes,Inconsistent,1,Regular,High,4386,1728,High engagement (likes/comments),12,Mixed (Image/Text),Valid,Invalid,No,No,Consistent,No,Fake
10/13/2024,Email,5,No,No,Consistent,2,Irregular,Low,3505,1943,Moderate engagement,1,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Fake
8/24/2024,Phone Number,3,No,No,Inconsistent,5,Irregular,Low,295,522,High engagement (likes/comments),19,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,Yes,Genuine
8/15/2024,Phone Number,22,Yes,Yes,Inconsistent,10,Irregular,High,4092,821,Moderate engagement,9,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Genuine
2/6/2024,Email,15,Yes,Yes,Consistent,7,Regular,Medium,970,318,Moderate engagement,11,Text-only,Valid,Invalid,No,Yes,Consistent,Yes,Genuine
1/30/2024,Phone Number,23,Yes,Yes,Inconsistent,3,Regular,Low,1149,871,Moderate engagement,17,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Fake
7/19/2024,Phone Number,14,Yes,Yes,Consistent,2,Irregular,Low,3805,431,Very low engagement,7,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
1/26/2024,Social Media Login,6,No,No,Inconsistent,3,Regular,Medium,828,923,Moderate engagement,1,Text-only,Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
10/20/2024,Phone Number,28,Yes,No,Consistent,2,Irregular,Medium,3762,192,Very low engagement,1,Image/Video,Invalid,Valid,No,No,Inconsistent,No,Genuine
3/15/2024,Social Media Login,20,Yes,Yes,Consistent,1,Regular,Low,134,726,High engagement (likes/comments),0,Image/Video,Invalid,Valid,No,No,Inconsistent,No,Genuine
7/10/2024,Phone Number,30,No,Yes,Consistent,2,Irregular,High,2678,1505,Very low engagement,15,Text-only,Invalid,Invalid,No,No,Consistent,Yes,Fake
3/6/2024,Phone Number,30,Yes,Yes,Consistent,2,Irregular,High,3129,117,Very low engagement,12,Text-only,Valid,Invalid,No,No,Consistent,Yes,Fake
5/3/2024,Email,13,Yes,No,Inconsistent,9,Regular,Low,4301,629,Very low engagement,18,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,No,Genuine
4/7/2024,Social Media Login,23,Yes,No,Consistent,4,Irregular,Medium,1552,308,Very low engagement,20,Mixed (Image/Text),Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
3/8/2024,Phone Number,26,Yes,No,Inconsistent,2,Irregular,Medium,2804,1527,High engagement (likes/comments),11,Image/Video,Valid,Invalid,No,No,Inconsistent,No,Genuine
9/23/2024,Email,10,No,Yes,Consistent,10,Irregular,Medium,1075,1870,High engagement (likes/comments),13,Image/Video,Valid,Valid,No,Yes,Inconsistent,No,Genuine
10/21/2024,Email,17,Yes,No,Consistent,3,Regular,Low,913,1193,High engagement (likes/comments),2,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Genuine
9/16/2024,Email,17,No,No,Inconsistent,10,Irregular,High,292,1102,Very low engagement,10,Text-only,Valid,Invalid,Yes,No,Consistent,No,Genuine
4/5/2024,Email,19,Yes,Yes,Consistent,1,Irregular,High,2428,308,Moderate engagement,7,Text-only,Valid,Valid,Yes,Yes,Inconsistent,No,Genuine
9/30/2024,Email,11,No,Yes,Consistent,10,Regular,High,3691,804,High engagement (likes/comments),1,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
8/4/2024,Email,7,Yes,No,Inconsistent,6,Regular,Medium,4937,71,High engagement (likes/comments),2,Mixed (Image/Text),Invalid,Invalid,No,No,Inconsistent,Yes,Genuine
5/18/2024,Email,14,No,No,Inconsistent,8,Irregular,Medium,862,442,Low engagement (rare likes),11,Text-only,Valid,Valid,No,No,Inconsistent,No,Genuine
6/12/2024,Social Media Login,6,No,Yes,Inconsistent,8,Regular,High,2790,399,Very low engagement,7,Image/Video,Valid,Invalid,Yes,Yes,Consistent,Yes,Genuine
1/17/2024,Social Media Login,18,No,Yes,Inconsistent,7,Irregular,High,3400,598,Low engagement (rare likes),17,Text-only,Valid,Valid,No,Yes,Inconsistent,No,Fake
5/8/2024,Phone Number,13,Yes,No,Inconsistent,6,Irregular,Low,3747,840,Low engagement (rare likes),6,Mixed (Image/Text),Valid,Invalid,No,No,Inconsistent,Yes,Fake
10/4/2024,Email,23,Yes,Yes,Inconsistent,8,Irregular,Low,1109,862,Very low engagement,12,Image/Video,Valid,Invalid,No,No,Consistent,No,Genuine
9/27/2024,Email,6,No,No,Consistent,1,Regular,High,2781,916,Low engagement (rare likes),14,Image/Video,Valid,Valid,No,Yes,Consistent,Yes,Genuine
10/6/2024,Social Media Login,14,No,No,Consistent,1,Regular,Medium,3737,1511,Very low engagement,19,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,No,Fake
7/12/2024,Email,18,No,Yes,Consistent,1,Irregular,High,4004,636,Very low engagement,0,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,Yes,Fake
10/15/2024,Phone Number,21,Yes,Yes,Consistent,5,Irregular,Low,2773,538,Moderate engagement,6,Text-only,Invalid,Valid,Yes,Yes,Consistent,No,Fake
9/3/2024,Email,10,Yes,Yes,Inconsistent,10,Irregular,Low,3723,1309,Moderate engagement,10,Text-only,Valid,Invalid,No,No,Inconsistent,Yes,Fake
5/27/2024,Email,14,No,Yes,Consistent,3,Regular,Medium,4638,1408,Low engagement (rare likes),20,Text-only,Invalid,Invalid,No,Yes,Consistent,No,Genuine
5/28/2024,Email,24,Yes,No,Inconsistent,6,Irregular,Low,1099,488,Moderate engagement,8,Image/Video,Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
10/2/2024,Email,26,No,Yes,Consistent,2,Irregular,High,3945,78,Moderate engagement,11,Mixed (Image/Text),Invalid,Valid,Yes,No,Inconsistent,No,Fake
5/24/2024,Phone Number,14,No,Yes,Consistent,5,Irregular,Low,2703,1146,High engagement (likes/comments),2,Text-only,Valid,Valid,No,No,Inconsistent,Yes,Genuine
5/10/2024,Email,23,No,Yes,Inconsistent,7,Regular,Low,600,736,Very low engagement,15,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Fake
7/3/2024,Phone Number,9,No,No,Inconsistent,8,Irregular,High,1713,1756,Low engagement (rare likes),2,Image/Video,Invalid,Invalid,Yes,No,Consistent,No,Genuine
10/31/2024,Email,3,Yes,No,Inconsistent,8,Regular,High,1451,175,Low engagement (rare likes),13,Text-only,Invalid,Invalid,No,Yes,Consistent,Yes,Fake
4/1/2024,Social Media Login,25,Yes,No,Inconsistent,8,Regular,Low,1915,1205,Low engagement (rare likes),17,Image/Video,Invalid,Invalid,No,Yes,Inconsistent,No,Genuine
3/20/2024,Social Media Login,1,Yes,No,Consistent,6,Irregular,Medium,146,505,High engagement (likes/comments),13,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Inconsistent,Yes,Fake
3/16/2024,Email,21,No,Yes,Inconsistent,4,Regular,Low,3413,1422,Moderate engagement,6,Image/Video,Invalid,Invalid,No,No,Consistent,Yes,Fake
6/27/2024,Email,21,No,Yes,Consistent,5,Irregular,High,4948,76,Very low engagement,1,Image/Video,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
2/11/2024,Email,12,Yes,No,Consistent,3,Irregular,Low,985,798,Low engagement (rare likes),17,Mixed (Image/Text),Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
8/28/2024,Email,27,Yes,Yes,Inconsistent,10,Irregular,Medium,4061,244,Very low engagement,20,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
7/16/2024,Email,11,No,Yes,Consistent,3,Irregular,Medium,115,1665,Low engagement (rare likes),4,Text-only,Invalid,Valid,No,No,Inconsistent,No,Fake
2/10/2024,Email,8,Yes,Yes,Inconsistent,1,Irregular,High,571,1063,Very low engagement,14,Text-only,Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
6/13/2024,Email,7,Yes,No,Inconsistent,3,Regular,High,2324,147,Moderate engagement,2,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
5/12/2024,Social Media Login,20,No,No,Consistent,5,Irregular,Medium,1696,944,Moderate engagement,17,Image/Video,Valid,Invalid,No,No,Consistent,Yes,Genuine
5/30/2024,Social Media Login,4,No,Yes,Consistent,4,Regular,Low,169,1429,Low engagement (rare likes),10,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,No,Fake
7/18/2024,Email,13,Yes,Yes,Consistent,4,Regular,High,1609,1078,Very low engagement,4,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Fake
9/13/2024,Email,25,No,No,Inconsistent,6,Regular,Medium,3328,1183,Very low engagement,18,Image/Video,Invalid,Valid,Yes,No,Inconsistent,No,Fake
6/27/2024,Email,12,No,Yes,Consistent,2,Regular,Low,1502,1076,Moderate engagement,4,Text-only,Invalid,Valid,Yes,No,Consistent,Yes,Genuine
3/27/2024,Email,14,No,No,Consistent,2,Regular,Medium,3888,1641,Moderate engagement,16,Mixed (Image/Text),Invalid,Valid,Yes,No,Inconsistent,No,Fake
2/2/2024,Social Media Login,22,No,Yes,Consistent,10,Regular,Medium,43,1823,Moderate engagement,4,Text-only,Valid,Valid,Yes,No,Inconsistent,Yes,Fake
1/30/2024,Social Media Login,18,No,Yes,Inconsistent,9,Regular,High,1919,1150,High engagement (likes/comments),15,Text-only,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
6/29/2024,Social Media Login,2,No,Yes,Consistent,3,Regular,Low,3358,1866,Very low engagement,14,Text-only,Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
10/16/2024,Social Media Login,14,Yes,Yes,Inconsistent,2,Irregular,Low,1583,467,Moderate engagement,13,Text-only,Valid,Invalid,No,Yes,Inconsistent,No,Genuine
1/11/2024,Social Media Login,25,No,Yes,Inconsistent,8,Regular,Low,3048,1709,Very low engagement,18,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,No,Genuine
4/13/2024,Phone Number,2,Yes,No,Inconsistent,9,Regular,Medium,1520,1459,Very low engagement,15,Text-only,Valid,Invalid,No,No,Inconsistent,Yes,Genuine
10/20/2024,Email,20,Yes,No,Consistent,8,Regular,Medium,1936,611,Low engagement (rare likes),3,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,Yes,Genuine
10/11/2024,Email,8,No,Yes,Inconsistent,1,Regular,High,4062,198,Moderate engagement,6,Image/Video,Valid,Valid,Yes,No,Consistent,Yes,Genuine
2/23/2024,Social Media Login,14,No,No,Consistent,2,Irregular,High,1344,1371,Low engagement (rare likes),15,Image/Video,Valid,Invalid,No,No,Consistent,Yes,Fake
9/7/2024,Social Media Login,25,Yes,Yes,Inconsistent,10,Regular,High,337,1092,Moderate engagement,8,Image/Video,Invalid,Valid,No,No,Consistent,No,Genuine
7/15/2024,Social Media Login,24,Yes,Yes,Inconsistent,9,Regular,High,3747,983,High engagement (likes/comments),20,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Fake
2/25/2024,Phone Number,13,Yes,Yes,Inconsistent,9,Regular,Low,2008,868,Very low engagement,1,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
10/29/2024,Phone Number,10,No,No,Inconsistent,5,Regular,High,2199,487,Low engagement (rare likes),17,Image/Video,Valid,Valid,No,Yes,Inconsistent,No,Genuine
1/24/2024,Phone Number,7,Yes,Yes,Inconsistent,4,Irregular,Medium,2974,1735,Moderate engagement,8,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
2/25/2024,Phone Number,27,No,Yes,Consistent,6,Irregular,Medium,3250,877,High engagement (likes/comments),5,Image/Video,Valid,Valid,No,Yes,Inconsistent,No,Fake
2/28/2024,Social Media Login,24,No,No,Inconsistent,1,Irregular,Medium,3475,972,Moderate engagement,20,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
8/31/2024,Phone Number,11,No,Yes,Inconsistent,5,Regular,High,303,876,Low engagement (rare likes),7,Text-only,Valid,Valid,Yes,Yes,Inconsistent,Yes,Fake
4/10/2024,Phone Number,4,No,No,Inconsistent,10,Regular,High,819,1744,Moderate engagement,3,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Fake
10/16/2024,Email,2,No,No,Inconsistent,4,Regular,Medium,3219,1530,Moderate engagement,2,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,No,Genuine
5/18/2024,Email,12,No,No,Inconsistent,5,Regular,High,3259,975,Very low engagement,11,Text-only,Invalid,Valid,Yes,No,Inconsistent,Yes,Genuine
5/14/2024,Email,26,No,Yes,Inconsistent,9,Irregular,Low,4799,1651,Moderate engagement,8,Text-only,Valid,Valid,No,No,Consistent,Yes,Fake
3/11/2024,Email,15,No,No,Inconsistent,5,Regular,Medium,160,1660,Low engagement (rare likes),20,Image/Video,Valid,Invalid,No,Yes,Inconsistent,No,Genuine
2/1/2024,Email,22,Yes,Yes,Inconsistent,4,Regular,High,4590,1788,High engagement (likes/comments),16,Mixed (Image/Text),Invalid,Valid,No,No,Consistent,Yes,Fake
6/21/2024,Social Media Login,27,No,No,Inconsistent,3,Regular,Low,4022,981,Very low engagement,19,Text-only,Valid,Valid,No,No,Inconsistent,Yes,Fake
3/21/2024,Email,2,No,No,Inconsistent,3,Irregular,Low,4852,775,Very low engagement,19,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Fake
4/17/2024,Email,23,Yes,No,Consistent,10,Regular,Low,4640,895,Very low engagement,17,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Fake
7/23/2024,Phone Number,27,Yes,Yes,Consistent,10,Irregular,Medium,392,1088,Low engagement (rare likes),6,Image/Video,Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
2/15/2024,Social Media Login,1,No,No,Consistent,10,Irregular,Medium,1379,1668,Low engagement (rare likes),18,Text-only,Valid,Invalid,Yes,No,Inconsistent,No,Genuine
5/13/2024,Social Media Login,28,No,Yes,Consistent,8,Regular,Low,3602,1500,Moderate engagement,17,Text-only,Valid,Valid,No,No,Consistent,Yes,Genuine
8/2/2024,Phone Number,6,No,Yes,Inconsistent,8,Regular,High,112,445,High engagement (likes/comments),2,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
3/15/2024,Phone Number,23,Yes,Yes,Inconsistent,4,Irregular,High,3711,352,High engagement (likes/comments),11,Image/Video,Valid,Valid,No,Yes,Consistent,Yes,Fake
1/17/2024,Phone Number,8,No,No,Inconsistent,8,Irregular,Low,3419,682,High engagement (likes/comments),12,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,Yes,Fake
10/22/2024,Email,28,Yes,Yes,Inconsistent,2,Regular,Medium,1159,95,Moderate engagement,18,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,No,Genuine
3/30/2024,Phone Number,5,Yes,Yes,Consistent,8,Regular,High,4196,1387,Moderate engagement,20,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,Yes,Genuine
9/10/2024,Email,26,No,Yes,Consistent,7,Regular,High,57,874,Low engagement (rare likes),18,Text-only,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
7/2/2024,Social Media Login,1,No,No,Consistent,7,Irregular,High,2754,1545,High engagement (likes/comments),9,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,No,Fake
7/30/2024,Phone Number,4,No,Yes,Consistent,2,Regular,Medium,599,35,High engagement (likes/comments),17,Image/Video,Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
5/12/2024,Social Media Login,4,No,Yes,Consistent,3,Irregular,Low,542,1042,Low engagement (rare likes),20,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
7/31/2024,Email,29,No,Yes,Consistent,3,Regular,Low,2316,1387,High engagement (likes/comments),9,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,Yes,Genuine
1/6/2024,Phone Number,26,Yes,No,Consistent,9,Regular,Medium,4515,703,High engagement (likes/comments),13,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Genuine
5/26/2024,Email,14,Yes,Yes,Consistent,5,Regular,High,3485,641,Low engagement (rare likes),10,Image/Video,Invalid,Valid,Yes,Yes,Consistent,No,Fake
5/31/2024,Social Media Login,25,Yes,No,Inconsistent,9,Irregular,Low,2716,648,Low engagement (rare likes),12,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Fake
